"hub","site","species","sex","bandNumber","bandCombo","encounterType","date","yearDate","bandYear"
"DC","BALAELEMD1","CARW","M","2441-14102","Y,BU/A","band",2009-05-21,2009,2009
"DC","BALAELEMD1","NOCA","M","2411-37302","Y,Y/A","band",2009-05-21,2009,2009
"DC","BALASUCMD1","CARW","M","2341-30106","A/G,Y","band",2008-06-07,2008,2008
"DC","BALASUCMD1","AMRO","F","1232-87914","W/R,A","band",2008-06-07,2008,2008
"DC","BALASUCMD1","NOCA","M","2301-55929","G,G/A","band",2008-06-07,2008,2008
"DC","BALASUCMD1","NOCA","M","2301-55929","G,G/A","resight-participant",2009-04-22,2009,2008
"DC","BALASUCMD1","NOCA","F","2301-55930","Y,A/P","band",2008-06-07,2008,2008
"DC","BALASUCMD1","NOCA","F","2301-55930","Y,A/P","resight-technician",2009-04-22,2009,2008
"DC","BALASUCMD1","NOCA","F","2301-55930","Y,A/P","recap",2009-06-12,2009,2008
"DC","BALASUCMD1","AMRO","M","1232-87912","BK,A/BK","band",2008-06-07,2008,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","band",2008-06-07,2008,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","resight-participant",2010-07-15,2010,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","resight-participant",2011-03-20,2010,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","resight-participant",2012-03-05,2011,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","resight-participant",2012-04-07,2012,2008
"DC","BALASUCMD1","AMRO","F","1232-87913","O,A/O","resight-participant",2012-06-07,2012,2008
"DC","BALASUCMD1","AMRO","F","1292-64401","A/BU,PK","band",2009-06-12,2009,2009
"DC","BALASUCMD1","AMRO","F","1292-64402","PK/Y,A","band",2009-06-12,2009,2009
"DC","BALASUCMD1","CACH","U","2590-82301","R/BU,A","band",2009-06-12,2009,2009
"DC","BALASUCMD1","CACH","U","2590-82302","A,G/O","band",2009-06-12,2009,2009
"DC","BALASUCMD1","CACH","F","2610-37306","A/R,R","band",2010-05-28,2010,2010
"DC","BALASUCMD1","AMRO","M","742-29456","P,PK/A","band",2010-05-28,2010,2010
"DC","BALASUCMD1","CACH","U","2610-37307","A,O/BK","band",2010-05-28,2010,2010
"DC","BALASUCMD1","AMRO","M","742-29457","W,A/PK","band",2010-05-28,2010,2010
"DC","BALASUCMD1","CACH","F","2610-37308","A/BU,R","band",2010-05-28,2010,2010
"DC","BALASUCMD1","CARW","M","2441-96311","G/W,A","band",2010-05-28,2010,2010
"DC","BALASUCMD1","AMRO","U","742-29458","PK/A,G","band",2010-05-28,2010,2010
"DC","BALASUCMD1","AMRO","F","742-29459","PK/Y,A","band",2010-05-28,2010,2010
"DC","BALASUCMD1","AMRO","M","742-29460","W,A/R","band",2010-05-28,2010,2010
"DC","BALASUCMD1","CACH","U","2610-37305","A/Y,P","band",2010-05-28,2010,2010
"DC","BALASUCMD1","NOCA","M","2421-34687","O/O,A","band",2012-07-03,2012,2012
"DC","BALASUCMD1","GRCA","F","2421-34689","A/Y,BK","band",2012-07-03,2012,2012
"DC","BALASUCMD1","GRCA","M","2421-34688","P,R/A","band",2012-07-03,2012,2012
"DC","BALASUCMD1","CARW","F","2441-14187","Y/A,W","band",2012-07-03,2012,2012
"DC","BALASUCMD1","CACH","U","2590-82015","A,G/G","band",2012-07-03,2012,2012
"DC","BALASUCMD1","CACH","U","2590-82015","A,G/G","resight-participant",2015-11-29,2015,2012
"DC","BALASUCMD1","AMRO","U","1272-43170","Y,A/Y","band",2013-07-23,2013,2013
"DC","BALASUCMD1","AMRO","U","1272-43171","R,A/BK","band",2013-07-23,2013,2013
"DC","BALASUCMD1","AMRO","U","1272-43172","A,W/G","band",2013-07-23,2013,2013
"DC","BALASUCMD1","AMRO","U","1272-43173","-,A","band",2013-07-23,2013,2013
"DC","BALASUCMD1","CARW","U","2441-96369","A,P/BU","band",2014-06-16,2014,2014
"DC","BALASUCMD1","AMRO","M","1352-46511","A,BU/Y","band",2014-06-16,2014,2014
"DC","BALASUCMD1","AMRO","F","1352-46510","A,PK/O","band",2014-06-16,2014,2014
"DC","BALASUCMD1","AMRO","U","1352-46512","A,P/R","band",2014-06-16,2014,2014
"DC","BALASUCMD1","CACH","U","2710-54302","A,PK/W","band",2014-06-16,2014,2014
"DC","BALASUCMD1","AMRO","M","1271-42500","R/AO","band",2015-05-16,2015,2015
"DC","BALASUCMD1","CARW","F","2661-31864","O/R,A","band",2015-05-16,2015,2015
"DC","BALASUCMD1","NOCA","M","2421-11346","O/W,A","band",2015-05-16,2015,2015
"DC","BALASUCMD1","NOCA","U","2421-11347","G/A,BU","band",2015-05-16,2015,2015
"DC","BALASUCMD1","AMRO","F","1272-42499","O/A,BK","band",2015-05-16,2015,2015
"DC","BALASUCMD1","AMRO","M","1272-42498","BK/A,R","band",2015-05-16,2015,2015
"DC","BANCRESDC1","AMRO","M","1272-43198","A/O,BK","band",2014-05-13,2014,2014
"DC","BANCRESDC1","NOCA","F","2421-11925","A,W/PK","band",2014-05-13,2014,2014
"DC","BANCRESDC1","AMRO","M","1272-43199","A,Y","band",2014-05-13,2014,2014
"DC","BANCRESDC1","GRCA","U","2421-11926","P/BK,A","band",2014-05-13,2014,2014
"DC","BANCRESDC1","GRCA","U","2421-11927","A,R/O","band",2014-05-14,2014,2014
"DC","BANCRESDC1","HOWR","U","2710-53933","BU/G,A","band",2014-05-14,2014,2014
"DC","BANCRESDC1","AMRO","M","1272-43200","A,G/BK","band",2014-05-14,2014,2014
"DC","BANCRESDC1","AMRO","M","1292-64517","A,O/P","band",2014-05-15,2014,2014
"DC","BANCRESDC1","AMRO","F","1292-64518","PK,O/A","band",2014-05-15,2014,2014
"DC","BANCRESDC1","AMRO","M","1292-64519","R,A/BU","band",2014-05-15,2014,2014
"DC","BANCRESDC1","AMRO","M","1292-64520","P,PK/A","band",2014-05-15,2014,2014
"DC","BANCRESDC1","GRCA","M","2421-11929","G/A,Y/W","band",2014-05-15,2014,2014
"DC","BANCRESDC1","GRCA","M","2641-96858","BK/W,A","band",2015-06-10,2015,2015
"DC","BANCRESDC1","AMRO","F","1352-46545","W/A,PK","band",2015-06-10,2015,2015
"DC","BANCRESDC1","CARW","F","2571-89990","W/A,O","band",2015-06-10,2015,2015
"DC","BANCRESDC1","AMRO","M","1352-46579","PK/A,R","band",2015-06-10,2015,2015
"DC","BARBJERMD1","CACH","F","1920-85905","BK,W/A","band",2000-06-02,2000,2000
"DC","BARBJERMD1","CACH","F","1920-85905","BK,W/A","resight-technician",2001-06-08,2001,2000
"DC","BARBJERMD1","CACH","F","1920-85905","BK,W/A","recap",2002-05-20,2002,2000
"DC","BARBJERMD1","CACH","F","1920-85907","A/R,BK","band",2000-06-02,2000,2000
"DC","BARBJERMD1","CACH","F","1920-85907","A/R,BK","resight-technician",2001-06-08,2001,2000
"DC","BARBJERMD1","CACH","M","1920-85906","BU/A,O","band",2000-06-03,2000,2000
"DC","BARBJERMD1","CACH","M","1920-85906","BU/A,O","recap",2002-05-20,2002,2000
"DC","BARBJERMD1","CACH","M","1920-85906","BU/A,O","recap",2002-09-18,2002,2000
"DC","BARBJERMD1","CARW","M","1141-05593","P,Y/A","band",2001-06-08,2001,2001
"DC","BARBJERMD1","GRCA","M","1751-51931","A,W/G","band",2001-06-08,2001,2001
"DC","BARBJERMD1","NOCA","M","1751-51930","Y/A,Y","band",2001-06-08,2001,2001
"DC","BARBJERMD1","SOSP","M","1141-05594","R,R/A","band",2001-06-08,2001,2001
"DC","BARBJERMD1","SOSP","M","1141-05594","R,R/A","resight-technician",2002-05-20,2002,2001
"DC","BARBJERMD1","NOMO","M","1152-87532","O/R,A","band",2001-06-08,2001,2001
"DC","BARBJERMD1","NOMO","M","1152-87532","O/R,A","resight-technician",2002-04-02,2002,2001
"DC","BARBJERMD1","NOMO","F","1152-87529","P/A,Y","band",2001-07-13,2001,2001
"DC","BARBJERMD1","NOCA","M","8001-21445","O/P,A","band",2002-05-20,2002,2002
"DC","BARBJERMD1","SOSP","M","1141-05699","P,G/A","band",2002-05-20,2002,2002
"DC","BARBJERMD1","AMRO","F","1152-87428","P/A,G","band",2002-05-20,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09475","BU/R,A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","CARW","M","1811-58728","W,A/BK","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09476","BU,A/Y","band",2002-08-01,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24645","A/BU,BU","band",2002-08-01,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24646","A,P/R","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09477",",O/A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","F","1801-09469","BU/Y,A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09470","Y,G/A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09471","A/G,G","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","M","1801-09472","A/BU,BK","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","F","1801-09473","W/Y,A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09474","A/P,Y","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","M","1801-09478","A/Y,Y","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09480","A/R,O","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","M","1801-09479","O,P/A","band",2002-08-01,2002,2002
"DC","BARBJERMD1","NOCA","M","1801-09479","O,P/A","resight-participant",2004-05-20,2004,2002
"DC","BARBJERMD1","NOCA","M","1801-09479","O,P/A","resight-participant",2006-03-17,2005,2002
"DC","BARBJERMD1","NOCA","M","1801-09700","A,BU/BK","band",2002-09-18,2002,2002
"DC","BARBJERMD1","NOCA","M","8001-21358","R,Y/A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24380","R/O,A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","NOCA","U","8001-21359","W,Y/A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24381","A,BU/G","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24383","P/A,G","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24382","BK,W/A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24384","A/G,BK","band",2002-09-18,2002,2002
"DC","BARBJERMD1","NOCA","U","8001-21360","G,Y/A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09699","W,P/A","band",2002-09-18,2002,2002
"DC","BARBJERMD1","NOCA","U","1801-09699","W,P/A","resight-participant",2010-05-10,2010,2002
"DC","BARBJERMD1","CACH","U","2250-24385","A/G,BK","band",2002-09-18,2002,2002
"DC","BARBJERMD1","CACH","U","2250-24385","A/G,BK","resight-technician",2008-06-02,2008,2002
"DC","BARBJERMD1","CACH","U","2250-24385","A/G,BK","resight-participant",2009-03-28,2008,2002
"DC","BARBJERMD1","AMRO","M","742-29704","G,BK/A","band",2003-06-27,2003,2003
"DC","BARBJERMD1","NOCA","U","1801-77841","A/O,O","band",2003-07-10,2003,2003
"DC","BARBJERMD1","NOCA","U","1801-77842","P/G,A","band",2003-07-10,2003,2003
"DC","BARBJERMD1","CACH","U","2250-24999","Y/A,P","band",2003-07-10,2003,2003
"DC","BARBJERMD1","NOCA","M","1841-58833","O/BK,A","band",2004-04-30,2004,2004
"DC","BARBJERMD1","NOCA","M","1841-58834","W/A,G","band",2004-04-30,2004,2004
"DC","BARBJERMD1","CACH","U","2430-29217","O/G,A","band",2005-06-11,2005,2005
"DC","BARBJERMD1","GRCA","M","1951-40962","W,A/O","band",2005-06-11,2005,2005
"DC","BARBJERMD1","HOWR","F","2430-29216","Y/A,R","band",2005-06-11,2005,2005
"DC","BARBJERMD1","HOWR","F","2430-29216","Y/A,R","resight-technician",2007-06-27,2007,2005
"DC","BARBJERMD1","NOCA","F","1951-40963","R/ABK","band",2005-06-11,2005,2005
"DC","BARBJERMD1","NOCA","F","1951-40963","R/ABK","resight-technician",2007-06-25,2007,2005
"DC","BARBJERMD1","NOCA","F","2301-56017","BK/A,R","band",2007-06-27,2007,2007
"DC","BARBJERMD1","CACH","U","2460-22921","BU/A,BU","band",2007-06-27,2007,2007
"DC","BARBJERMD1","NOCA","M","2301-56016","BU/P,A","band",2007-06-27,2007,2007
"DC","BARBJERMD1","NOCA","M","2301-56016","BU/P,A","resight-participant",2012-03-10,2011,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","band",2007-06-27,2007,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","resight-participant",2009-04-25,2009,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","recap",2009-07-13,2009,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","resight-participant",2010-05-25,2010,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","recap",2010-07-02,2010,2007
"DC","BARBJERMD1","HOWR","M","2460-22920","BU/P,A","resight-participant",2011-04-25,2011,2007
"DC","BARBJERMD1","HOWR","M","2540-62805","W,BU/A","band",2008-06-02,2008,2008
"DC","BARBJERMD1","NOCA","M","2301-56607","A,Y/W","band",2008-06-02,2008,2008
"DC","BARBJERMD1","AMRO","F","742-29428","PK/BK,A","band",2008-06-02,2008,2008
"DC","BARBJERMD1","AMRO","F","742-29428","PK/BK,A","resight-participant",2011-06-05,2011,2008
"DC","BARBJERMD1","CACH","M","2540-62806","A/BU,P","band",2008-06-02,2008,2008
"DC","BARBJERMD1","CACH","M","2540-62806","A/BU,P","recap",2009-07-13,2009,2008
"DC","BARBJERMD1","NOCA","U","2301-56954","A,G/PK","band",2009-07-13,2009,2009
"DC","BARBJERMD1","NOCA","U","2301-56955","A,BU/W","band",2009-07-13,2009,2009
"DC","BARBJERMD1","CARW","M","2441-14047","R/Y,A","band",2009-07-13,2009,2009
"DC","BARBJERMD1","CACH","M","2590-82583","R,Y/A","band",2009-07-13,2009,2009
"DC","BARBJERMD1","NOCA","F","2301-56959","O,BU/A","band",2009-07-13,2009,2009
"DC","BARBJERMD1","CACH","U","2590-82582","O/A,BK","band",2009-07-13,2009,2009
"DC","BARBJERMD1","CACH","U","2590-82582","O/A,BK","resight-participant",2010-09-07,2010,2009
"DC","BARBJERMD1","NOCA","M","2301-56956","W,PK/A","band",2009-07-13,2009,2009
"DC","BARBJERMD1","NOCA","M","2301-56956","W,PK/A","resight-participant",2011-06-14,2011,2009
"DC","BARBJERMD1","NOCA","M","2301-56956","W,PK/A","resight-participant",2011-06-24,2011,2009
"DC","BARBJERMD1","NOCA","U","2301-56957","P/A,BK","band",2009-07-13,2009,2009
"DC","BARBJERMD1","NOCA","U","2301-56957","P/A,BK","resight-participant",2011-05-11,2011,2009
"DC","BARBJERMD1","NOCA","M","2421-11759","BU,O/A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","HOWR","M","2590-83164","PK,A/G","band",2010-07-02,2010,2010
"DC","BARBJERMD1","CACH","U","2590-83165","O/A,BK","band",2010-07-02,2010,2010
"DC","BARBJERMD1","CARW","F","2441-96429","W,BK/A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","HOWR","F","2590-83166","A/G,BK","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11760","W,W/A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11761","A,G/BK","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11762","R/P,A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11763","A/G,R","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11765","W/BU,A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11766","A,W/G","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11768","W/P,A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11767","A/W,O","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","M","2421-11770","P,P/A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11771","BK/W,A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11758","A,R/W","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","F","2421-11758","A,R/W","resight-participant",2011-05-11,2011,2010
"DC","BARBJERMD1","NOCA","M","2421-11764","W/W,A","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","M","2421-11764","W/W,A","resight-participant",2012-03-10,2011,2010
"DC","BARBJERMD1","NOCA","M","2421-11764","W/W,A","recap",2012-06-04,2012,2010
"DC","BARBJERMD1","NOCA","M","2421-11764","W/W,A","resight-participant",2013-04-13,2013,2010
"DC","BARBJERMD1","NOCA","M","2421-11764","W/W,A","recap",2013-07-11,2013,2010
"DC","BARBJERMD1","NOCA","U","2421-11769","O/A,BK","band",2010-07-02,2010,2010
"DC","BARBJERMD1","NOCA","U","2421-11769","O/A,BK","resight-participant",2012-03-10,2011,2010
"DC","BARBJERMD1","HOWR","M","2590-83066","O,A/Y","band",2012-06-04,2012,2012
"DC","BARBJERMD1","HOWR","F","2590-83067","P/A,W","band",2012-06-04,2012,2012
"DC","BARBJERMD1","NOCA","M","2421-34619","A/O,BU","band",2012-06-04,2012,2012
"DC","BARBJERMD1","CARW","M","2341-29398","BU/A,R","band",2012-06-04,2012,2012
"DC","BARBJERMD1","NOCA","U","2421-34620","Y,A/Y","band",2012-06-04,2012,2012
"DC","BARBJERMD1","NOCA","U","2421-34621","A,BK/G","band",2012-06-04,2012,2012
"DC","BARBJERMD1","CACH","F","2590-83069","A,G/O","band",2012-06-04,2012,2012
"DC","BARBJERMD1","NOCA","M","2421-34622","G/Y,A","band",2012-06-04,2012,2012
"DC","BARBJERMD1","NOCA","F","2421-34623","A/W,BU","band",2012-06-04,2012,2012
"DC","BARBJERMD1","CACH","M","2590-83065","G,R/A","band",2012-06-04,2012,2012
"DC","BARBJERMD1","CACH","M","2590-83065","G,R/A","recap",2015-06-19,2015,2012
"DC","BARBJERMD1","NOCA","U","2561-56850","Y/W,A","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","U","2561-56851","A,O/BU","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","U","2561-56852","G/G,A","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","U","2561-56853","W/P,A","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","F","2561-56854","A/W,BU","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","F","2561-56855","A,O/BK","band",2013-07-11,2013,2013
"DC","BARBJERMD1","CACH","F","2690-08491","A/R,Y","band",2013-07-11,2013,2013
"DC","BARBJERMD1","NOCA","M","2641-63960","BU/G,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63961","PK/P,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","U","2641-63962","PK/Y,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","U","2641-63963","PK/A,BU","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63964","A/G,R","band",2014-06-17,2014,2014
"DC","BARBJERMD1","HOWR","M","2710-54303","Y/PK,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63965","Y/A,O","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63966","PK/R,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","U","2641-63967","PK/O,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","CACH","U","2710-54304","Y/BU,A","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63959","A/PK,BU","band",2014-06-17,2014,2014
"DC","BARBJERMD1","NOCA","M","2641-63959","A/PK,BU","resight-technician",2015-06-18,2015,2014
"DC","BARBJERMD1","NOCA","F","2651-56712","R,R/A","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","F","2651-56713","R/Y,A","band",2015-06-18,2015,2015
"DC","BARBJERMD1","CACH","F","2750-41385","PK,G/A","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","M","2651-56714","R/BK,A","band",2015-06-18,2015,2015
"DC","BARBJERMD1","CACH","M","2750-41387","A/PK,Y","band",2015-06-18,2015,2015
"DC","BARBJERMD1","CACH","F","2750-41386","A/Y,O","band",2015-06-18,2015,2015
"DC","BARBJERMD1","CACH","F","2750-41384","A/W,G","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","F","2651-56715","W,BK/A","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","M","2651-56716","R,A/BU","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","F","2651-56717","PK/A,W","band",2015-06-18,2015,2015
"DC","BARBJERMD1","CARW","U","2711-77604","A,W/Y","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","M","2651-56718","W,A/PK","band",2015-06-18,2015,2015
"DC","BARBJERMD1","NOCA","U","2651-56719","W,A/P","band",2015-06-18,2015,2015
"DC","BARNDORMD1","NOCA","M","8001-21206","A/BU,Y","band",2001-06-19,2001,2001
"DC","BARNDORMD1","HOWR","M","2250-24410","O/Y,A","band",2001-06-19,2001,2001
"DC","BARNDORMD1","HOWR","M","2250-24410","O/Y,A","resight-technician",2002-05-15,2002,2001
"DC","BARNDORMD1","GRCA","U","8001-21342","W/A,R","band",2002-05-15,2002,2002
"DC","BARNDORMD1","HOWR","F","2250-24326","G/P,A","band",2002-05-15,2002,2002
"DC","BARNDORMD1","HOWR","F","1821-63337","R/AY","band",2003-07-01,2003,2003
"DC","BARNDORMD1","GRCA","F","1801-77839","G,Y/A","band",2003-07-01,2003,2003
"DC","BARNDORMD1","GRCA","M","1801-77838","BK,A/BK","band",2003-07-01,2003,2003
"DC","BARNDORMD1","GRCA","M","1801-77838","BK,A/BK","resight-technician",2004-04-24,2004,2003
"DC","BARNDORMD1","SOSP","M","4501-87460","O,Y/A","band",2004-04-24,2004,2004
"DC","BARNDORMD1","HOWR","U","1950-50469","BU/A,W","band",2004-04-24,2004,2004
"DC","BARNDORMD1","HOWR","M","2370-05703","W,P/A","band",2004-05-07,2004,2004
"DC","BARNDORMD1","HOWR","M","2370-05704","O,O/A","band",2004-05-07,2004,2004
"DC","BARNDORMD1","GRCA","M","1801-77924","A/G,BU","band",2004-06-23,2004,2004
"DC","BARNDORMD1","HOWR","F","2460-22710","Y/A,BU","band",2005-05-24,2005,2005
"DC","BARNDORMD1","CARW","U","2241-17617","A,BU/BK","band",2005-06-14,2005,2005
"DC","BARNDORMD1","CACH","U","2430-29222","Y,R/A","band",2005-06-14,2005,2005
"DC","BARNDORMD1","GRCA","M","2251-80735","R/AO/G","band",2006-06-14,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80736","P/O,BK/A","band",2006-06-14,2006,2006
"DC","BARNDORMD1","GRCA","M","2251-80737","G/W,Y/A","band",2006-06-14,2006,2006
"DC","BARNDORMD1","GRCA","M","2251-80742","G/A,BU/R","band",2006-06-16,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80743","O/Y,Y/A","band",2006-06-16,2006,2006
"DC","BARNDORMD1","GRCA","M","2251-80744","Y/A,BK/G","band",2006-06-16,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80748","Y/O,BU/A","band",2006-06-22,2006,2006
"DC","BARNDORMD1","GRCA","M","2251-80749","O/A,O/O","band",2006-06-24,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80531","W/R,W/A","band",2006-06-28,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80532","A/BK,G/Y","band",2006-06-28,2006,2006
"DC","BARNDORMD1","GRCA","F","2251-80533","A/W,P/O","band",2006-06-28,2006,2006
"DC","BARNDORMD1","HOWR","M","2460-22813","G/A,G","band",2007-05-22,2007,2007
"DC","BARNDORMD1","GRCA","M","1991-46120","BU/A,R","band",2007-05-22,2007,2007
"DC","BARNDORMD1","AMRO","M","742-29420","W,A/Y","band",2007-05-22,2007,2007
"DC","BARNDORMD1","GRCA","M","2301-55910","BU,A/BK","band",2008-05-24,2008,2008
"DC","BARNDORMD1","HOWR","M","2460-22711","Y/O,A","band",2008-05-24,2008,2008
"DC","BARNDORMD1","CARW","M","2441-14103","BK,A/Y","band",2009-05-22,2009,2009
"DC","BARNDORMD1","AMRO","M","1292-64301","A,PK/Y","band",2009-05-22,2009,2009
"DC","BARNDORMD1","HOWR","M","2590-82402","W,R/A","band",2009-05-22,2009,2009
"DC","BARNDORMD1","AMRO","F","1292-64302","A","band",2009-05-22,2009,2009
"DC","BARNDORMD1","HOWR","F","2590-82403","BK/A,O","band",2009-05-22,2009,2009
"DC","BARNDORMD1","SOSP","M","2441-14104","P,P/A","band",2009-05-22,2009,2009
"DC","BARNDORMD1","GRCA","M","2411-37303","R/PK,A","band",2009-05-22,2009,2009
"DC","BARNDORMD1","GRCA","M","2411-37303","R/PK,A","resight-participant",2010-06-16,2010,2009
"DC","BARNDORMD1","GRCA","M","2411-37304","A/PK,PK","band",2009-05-22,2009,2009
"DC","BARNDORMD1","GRCA","M","2411-37304","A/PK,PK","resight-technician",2010-05-14,2010,2009
"DC","BARNDORMD1","GRCA","M","2411-37304","A/PK,PK","resight-technician",2012-05-17,2012,2009
"DC","BARNDORMD1","AMRO","F","1272-43074","G/A,R","band",2010-05-14,2010,2010
"DC","BARNDORMD1","AMRO","M","1272-43073","A/BK,BK","band",2010-05-14,2010,2010
"DC","BARNDORMD1","AMRO","M","1272-43072","A/P,Y","band",2010-05-14,2010,2010
"DC","BARNDORMD1","CACH","F","2460-22788","BK,P/A","band",2010-05-14,2010,2010
"DC","BARNDORMD1","AMRO","F","1272-43071","W,A/O","band",2010-05-14,2010,2010
